lat,lon,state,county,site_name,nearest_station_miles
44.50729,-87.99344,Wisconsin,Brown,GREEN BAY EAST HIGH,24.201972609238467
44.30738,-88.39509,Wisconsin,Outagamie,APPLETON - AAL,24.201972609238467
34.530717,-86.967536,Alabama,Morgan,"DECATUR, Alabama",24.109948248484358
34.68547,-86.58816,Alabama,Madison,HUNTSVILLE OLD AIRPORT,24.109948248484358
32.322037,-106.768337,New Mexico,Dona Ana,6Q Las Cruces,24.057547978934245
41.97677,-91.68766,Iowa,Linn,Public Health,24.015805654137058
41.657232,-91.503478,Iowa,Johnson,"IOWA CITY, HOOVER SCH.",24.015805654137058
39.92882,-83.80949,Ohio,Clark,Springfield Fire St1,23.88762294407422
36.109006,-79.802314,North Carolina,Guilford,Mendenhall School,23.620550935402825
34.955566,-81.924797,South Carolina,Spartanburg,T.K. Gregg,23.514178770543516
35.450115,-84.596195,Tennessee,McMinn,Athens,23.500603803746777
39.92002,-77.30968,Pennsylvania,Adams,Arendtsville,23.450456900872716
44.657014,-111.089618,Montana,Gallatin,West Yellowstone Park Ent #2,23.4069595525044
44.373056,-110.830833,Wyoming,Teton,Yellowstone National Park - Old Faithful Snow Lodge,23.4069595525044
37.962069,-119.120278,California,Mono,Lee Vining,23.384658073292066
37.64571,-118.96652,California,Mono,Mammoth Lakes,23.384658073292066
33.4339,-82.0224,Georgia,Richmond,Augusta,23.231557936240065
33.739963,-81.853635,South Carolina,Edgefield,TRENTON,23.231557936240065
38.65392,-75.610605,Delaware,Sussex,Seaford Shipley State Service Center,23.13653408260039
45.20916,-93.66921,Minnesota,Wright,St. Michael Elementary School,23.080643626968904
34.82056,-89.98778,Mississippi,DeSoto,Hernando,22.995600435540915
42.731394,-82.793463,Michigan,Macomb,New Haven,22.98161244171045
42.953336,-82.456229,Michigan,St. Clair,Port Huron,22.98161244171045
41.867331,-75.686219,Pennsylvania,Susquehanna,,22.894767367801997
41.821342,-73.297257,Connecticut,Litchfield,Mohawk Mt-Cornwall,22.834773618156877
41.551211,-96.146175,Nebraska,Washington,ON ROOF OF GOOD SHEPARD LUTHERAN HOME,22.807272351121874
40.38335,-75.9686,Pennsylvania,Berks,Reading Airport,22.706254483577702
43.02421,-108.3637,Wyoming,Fremont,Riverton Mobile,22.69459490420559
40.92458,-75.067815,New Jersey,Warren,Columbia,22.58467158051484
30.497478,-87.880258,Alabama,Baldwin,"FAIRHOPE, Alabama",22.48760421320719
30.770181,-88.087761,Alabama,Mobile,CHICKASAW,22.48760421320719
33.9632,-84.0691,Georgia,Gwinnett,Gwinnett,22.485018138376603
41.705226,-76.512726,Pennsylvania,Bradford,Towanda,22.456603195386098
41.644722,-76.939167,Pennsylvania,Tioga,PENN STATE OZONE MONITORING SITE,22.456603195386098
40.571288,-105.079693,Colorado,Larimer,FORT COLLINS - CSU - Edison,22.4066045181801
34.725389,-118.178601,California,Los Angeles,Lancaster - Fairgrounds,22.34583423646966
35.04944,-118.18893,California,Kern,Mojave-Pat Avenue,22.34583423646966
33.71969,-116.1897,California,Riverside,29 Palms,22.20011100665493
34.26464,-116.86147,California,San Bernardino,Big Bear,22.124367170991672
47.536389,-116.236667,Idaho,Shoshone,Pinehurst,21.833097207214546
47.316577,-116.571281,Idaho,Benewah,St. Maries,21.833097207214546
30.390369,-89.049778,Mississippi,Harrison,Gulfport Youth Court,21.580116891274123
30.300833,-89.395916,Mississippi,Hancock,Waveland,21.580116891274123
42.529999,-108.720003,Wyoming,Fremont,South Pass,21.56372479066493
42.842168,-108.736281,Wyoming,Fremont,Lander SLAM site,21.56372479066493
39.02473,-77.48925,Virginia,Loudoun,"Broad Run High School, Ashburn",21.470470947636528
39.80933,-80.26567,Pennsylvania,Greene,Holbrook,21.452263562608888
41.221537,-88.190967,Illinois,Will,COM ED TRAINING CENTER,21.424968245304374
36.91171,-87.323337,Kentucky,Christian,HOPKINSVILLE,20.984975240220933
36.611411,-87.384666,Tennessee,Montgomery,Clarksville,20.984975240220933
39.965278,-76.699444,Pennsylvania,York,A421330008LAT/LON POINT AT CORNER OF TRAILER,20.949757399096953
41.726811,-81.242156,Ohio,Lake,Painesville,20.918564708887065
40.74529,-73.41919,New York,Suffolk,BABYLON,20.918515968035237
33.421194,-111.503222,Arizona,Pinal,APACHE JUNCTION FIRE STATION,20.863997920788627
39.442165,-81.908827,Ohio,Athens,Gifford,20.764221067130105
39.323533,-81.552367,West Virginia,Wood,Neale Elementary School,20.764221067130105
34.288567,-85.969858,Alabama,DeKalb,CROSSVILLE,20.74309637238825
33.98821,-85.992556,Alabama,Etowah,GADSDEN C. COLLEGE,20.74309637238825
39.138773,-121.618549,California,Sutter,Yuba City,20.71824894120933
34.9127,-80.8745,South Carolina,York,,20.713280464388646
39.233477,-121.055608,California,Nevada,Grass Valley-Litton Building,20.67851958531586
41.605244,-75.95774,Pennsylvania,Wyoming,,20.663975947851373
41.442778,-75.623056,Pennsylvania,Lackawanna,Scranton,20.663975947851373
42.930521,-72.272332,New Hampshire,Cheshire,WATER STREET,20.536409566270983
